,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
156,0.97284824,0.9728475,0.9728487,0.97284794,0.9728496,0.97285193,0.97284913,0.9728454
157,0.82888126,0.82882893,0.8286977,0.8286615,0.82857877,0.8285935,0.8285621,0.82848656
158,0.8873223,0.88748395,0.8875246,0.8872319,0.88704294,0.887176,0.88704526,0.88701737
159,0.9377088,0.93772244,0.93763685,0.937537,0.93759227,0.93762976,0.93757915,0.9375959
160,0.85768855,0.8575692,0.8578232,0.85746527,0.85731035,0.85746384,0.8575556,0.8573751
161,0.8334328,0.8332175,0.8330815,0.8328911,0.8328965,0.83266,0.8327343,0.8328129
162,0.91651016,0.91665256,0.9165017,0.91632384,0.9163087,0.916349,0.9163873,0.91625565
163,0.8300375,0.83001417,0.8299826,0.8298012,0.8291618,0.8292075,0.8294108,0.8294121
164,0.9980489,0.9980472,0.9980469,0.99804485,0.99804497,0.9980474,0.99804574,0.99804604
165,0.9526815,0.9526367,0.9525993,0.95253646,0.9524511,0.95250046,0.9524578,0.95253384
166,0.7909108,0.79079556,0.7907089,0.7905128,0.7905304,0.7905757,0.79051006,0.7905143
167,0.98201364,0.9820115,0.98201144,0.98201084,0.98201215,0.9820138,0.982013,0.98201287
168,0.91820174,0.91829175,0.91822183,0.91798633,0.9180035,0.91799444,0.9179745,0.9179801
169,0.95094436,0.9509426,0.9509005,0.9508019,0.9508032,0.95083123,0.95075786,0.95078653
170,0.79665416,0.7965905,0.7965061,0.79646647,0.7964529,0.79645413,0.7964442,0.79638547
171,0.8154422,0.8148691,0.81521386,0.81455076,0.8147488,0.81496394,0.81475705,0.8148207
172,0.94584125,0.94583213,0.9458171,0.94571674,0.94577104,0.9457345,0.94571316,0.945698
173,0.8874269,0.8875881,0.8875696,0.88729143,0.8871874,0.88719827,0.88716024,0.8871179
174,0.8131018,0.813239,0.8130319,0.8123368,0.81263185,0.8127274,0.81266135,0.81240773
175,0.8854233,0.8855145,0.885568,0.8852938,0.8850538,0.88521564,0.8850957,0.88499904
176,0.81360424,0.8135559,0.8134325,0.81339735,0.81338847,0.8134347,0.81342727,0.81338197
177,0.7687439,0.7686649,0.76855314,0.76846707,0.76847625,0.768511,0.76848483,0.7684725
178,0.8830522,0.88306403,0.88297063,0.8827958,0.8827909,0.8828632,0.8828017,0.8827559
179,0.7845926,0.7845265,0.78439003,0.78430223,0.7842797,0.78427196,0.78422,0.784197
180,0.9790882,0.97908735,0.97908765,0.97908354,0.9790826,0.9790816,0.97908086,0.97908384
181,0.94836044,0.9483345,0.94832605,0.94829416,0.9482748,0.94829875,0.94827616,0.94828063
182,0.7394666,0.7393286,0.7391798,0.73910683,0.7391155,0.73910326,0.7390496,0.7390222
